,Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
3664,APPLE INC.,AVT030,10/23/2023,2T2BGMCA9HC019532,No,Yes,Test Driver,Interstate,"The ADS쟡eveloped a motion plan to remain stationary, requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3665,APPLE INC.,AVT030,10/23/2023,2T2BGMCA2GC003882,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3666,APPLE INC.,AVT030,10/23/2023,2T2BGMCA5HC014389,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3667,APPLE INC.,AVT030,10/23/2023,2T2BGMCAXHC019927,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3668,APPLE INC.,AVT030,10/23/2023,2T2BGMCA5HC014389,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3669,APPLE INC.,AVT030,10/23/2023,2T2BGMCA9HC019532,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3670,APPLE INC.,AVT030,10/24/2023,2T2BGMCA6HC016667,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3671,APPLE INC.,AVT030,10/24/2023,2T2BGMCA8HC019540,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3672,APPLE INC.,AVT030,10/24/2023,2T2BGMCAXHC020026,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3673,APPLE INC.,AVT030,10/25/2023,2T2BGMCA2HC019338,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3674,APPLE INC.,AVT030,10/25/2023,2T2BGMCA2HC019338,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3675,APPLE INC.,AVT030,10/25/2023,2T2BGMCA6HC016667,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3676,APPLE INC.,AVT030,10/25/2023,2T2BGMCA6HC016667,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3677,APPLE INC.,AVT030,10/25/2023,2T2BGMCA6HC016667,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3678,APPLE INC.,AVT030,10/25/2023,2T2BGMCA2HC019968,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3679,APPLE INC.,AVT030,10/25/2023,2T2BGMCA0HC020083,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3680,APPLE INC.,AVT030,10/25/2023,2T2BGMCA0HC019225,No,Yes,Test Driver,Freeway,"The ADS쟧ncorrectly perceived an element쟧n the surrounding environment, which resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3681,APPLE INC.,AVT030,10/25/2023,2T2BGMCA2HC019338,No,Yes,Test Driver,Freeway,"The ADS쟧ncorrectly perceived an element쟧n the surrounding environment, which resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3682,APPLE INC.,AVT030,10/25/2023,2T2BGMCA2HC019338,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3683,APPLE INC.,AVT030,10/25/2023,2T2BGMCA6HC016667,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3684,APPLE INC.,AVT030,10/25/2023,2T2BGMCA0HC019225,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3685,APPLE INC.,AVT030,10/25/2023,2T2BGMCA0GC007946,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3686,APPLE INC.,AVT030,10/25/2023,2T2BGMCA2HC019338,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3687,APPLE INC.,AVT030,10/26/2023,2T2BGMCA2HC019338,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3688,APPLE INC.,AVT030,10/26/2023,2T2BGMCA2HC019338,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3689,APPLE INC.,AVT030,10/26/2023,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3690,APPLE INC.,AVT030,10/26/2023,2T2BGMCA4HC016845,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3691,APPLE INC.,AVT030,10/26/2023,2T2BGMCA2HC019968,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3692,APPLE INC.,AVT030,10/26/2023,2T2BGMCA2HC019338,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3693,APPLE INC.,AVT030,10/26/2023,2T2BGMCA2HC019338,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3694,APPLE INC.,AVT030,10/26/2023,2T2BGMCA2HC019338,No,Yes,Test Driver,Interstate,"The ADS generated a motion쟰lan that쟷ould have placed쟴he vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage. 쟕he Safety잻river was able to safely take control of the vehicle."
3695,APPLE INC.,AVT030,10/26/2023,2T2BGMCA5HC014389,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3696,APPLE INC.,AVT030,10/26/2023,2T2BGMCA9HC019532,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3697,APPLE INC.,AVT030,10/27/2023,2T2BGMCA2HC019968,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3698,APPLE INC.,AVT030,10/27/2023,2T2BGMCAXHC020026,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3699,APPLE INC.,AVT030,10/30/2023,2T2BGMCA4HC016912,No,Yes,Test Driver,Freeway,"The ADS generated a motion쟰lan that쟷ould have placed쟴he vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage. 쟕he Safety잻river was able to safely take control of the vehicle."
3700,APPLE INC.,AVT030,10/30/2023,2T2BGMCA6HC016667,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
3701,APPLE INC.,AVT030,10/30/2023,2T2BGMCA8GC003823,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3702,APPLE INC.,AVT030,10/31/2023,2T2BGMCAXHC019927,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3703,APPLE INC.,AVT030,10/31/2023,2T2BGMCA0HC020083,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3704,APPLE INC.,AVT030,10/31/2023,2T2BGMCAXHC019927,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3705,APPLE INC.,AVT030,10/31/2023,2T2BGMCA7GC007068,No,Yes,Test Driver,Interstate,"The ADS쟡eveloped a motion plan to remain stationary, requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3706,APPLE INC.,AVT030,10/31/2023,2T2BGMCA8GC003823,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3707,APPLE INC.,AVT030,10/31/2023,2T2BGMCA8HC016136,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3708,APPLE INC.,AVT030,10/31/2023,2T2BGMCA5HC019432,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3709,APPLE INC.,AVT030,10/31/2023,2T2BGMCA8GC003823,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3710,APPLE INC.,AVT030,10/31/2023,2T2BGMCAXHC019927,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3711,APPLE INC.,AVT030,10/31/2023,2T2BGMCA0HC020083,No,Yes,Test Driver,Interstate,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
3712,APPLE INC.,AVT030,11/1/2023,2T2BGMCAXHC020026,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3713,APPLE INC.,AVT030,11/1/2023,2T2BGMCA0HC020083,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
3714,APPLE INC.,AVT030,11/1/2023,2T2BGMCAXHC020026,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3715,APPLE INC.,AVT030,11/1/2023,2T2BGMCA8HC019540,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3716,APPLE INC.,AVT030,11/1/2023,2T2BGMCA0HC020083,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3717,APPLE INC.,AVT030,11/1/2023,2T2BGMCA0HC020083,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
3718,APPLE INC.,AVT030,11/1/2023,2T2BGMCA0HC020083,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
