,Manufacturer,year,preprocessed
11521,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11522,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11523,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11524,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11525,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11526,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11527,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11528,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11529,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11530,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11531,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11532,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11533,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11534,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11535,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11536,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11537,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11538,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11539,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11540,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11541,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11542,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11543,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11544,AE,22,ads developed motion plan remain stationary requiring disengagement safety_driver
11545,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11546,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11547,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11548,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11549,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11550,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11551,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11552,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11553,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11554,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11555,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11556,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11557,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11558,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11559,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11560,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11561,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11562,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11563,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11564,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11565,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11566,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11567,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11568,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11569,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11570,AE,22,ads initiate disengagement diagnosed hardware
11571,AE,22,ads initiate disengagement diagnosed hardware
11572,AE,22,ads initiate disengagement diagnosed hardware
11573,AE,22,ads initiate disengagement diagnosed hardware
11574,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11575,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11576,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11577,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11578,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11579,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11580,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11581,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11582,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11583,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11584,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
